,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count,Total Refunds,Total Refund Value,Refund Rate,Total Disputes,Dispute Rate,Top Refund Reasons
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH__PRODUCT_12,Elegant Floral Dress,https://dd3662-08.myshopify.com/collections/c34-ads-collection-march-06,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823526,-81.29888500582459,0.3116852499029235,0.0,0.0,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823527,-81.2988850058246,0.3116852499029235,16.966588235294115,1204.7058823529412,92.82352941176471,7.705078125000001,0.12674271229404308,100.0,0.0,144.21599999999998,-260.8364849833147,-260.83648498331473,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,17.0,,,,,,
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH__PRODUCT_13,Breathable Off-Shoulder Maxi Dress,https://dd3662-08.myshopify.com/collections/c34-ads-collection-march-06,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823526,-81.29888500582459,0.3116852499029235,0.0,0.0,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823527,-81.2988850058246,0.3116852499029235,16.966588235294115,1204.7058823529412,92.82352941176471,7.705078125000001,0.12674271229404308,100.0,0.0,144.21599999999998,-260.8364849833147,-260.83648498331473,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,17.0,,,,,,
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH__PRODUCT_14,Premium Linen Summer Dress,https://dd3662-08.myshopify.com/collections/c34-ads-collection-march-06,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823526,-81.29888500582459,0.3116852499029235,0.0,0.0,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823527,-81.2988850058246,0.3116852499029235,16.966588235294115,1204.7058823529412,92.82352941176471,7.705078125000001,0.12674271229404308,100.0,0.0,144.21599999999998,-260.8364849833147,-260.83648498331473,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,17.0,,,,,,
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH__PRODUCT_15,High Slit Dress,https://dd3662-08.myshopify.com/collections/c34-ads-collection-march-06,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823526,-81.29888500582459,0.3116852499029235,0.0,0.0,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823527,-81.2988850058246,0.3116852499029235,16.966588235294115,1204.7058823529412,92.82352941176471,7.705078125000001,0.12674271229404308,100.0,0.0,144.21599999999998,-260.8364849833147,-260.83648498331473,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,17.0,,,,,,
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH__PRODUCT_16,Elegant Classy Long Dress,https://dd3662-08.myshopify.com/collections/c34-ads-collection-march-06,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823526,-81.29888500582459,0.3116852499029235,0.0,0.0,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823527,-81.2988850058246,0.3116852499029235,16.966588235294115,1204.7058823529412,92.82352941176471,7.705078125000001,0.12674271229404308,100.0,0.0,144.21599999999998,-260.8364849833147,-260.83648498331473,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,17.0,,,,,,
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH__PRODUCT_17,Long Sleeved Lace Maxi Dress,https://dd3662-08.myshopify.com/collections/c34-ads-collection-march-06,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823526,-81.29888500582459,0.3116852499029235,0.0,0.0,5.288235294117648,0.11764705882352941,44.95,2.1152941176470588,3.1729411764705886,-13.793647058823527,-81.2988850058246,0.3116852499029235,16.966588235294115,1204.7058823529412,92.82352941176471,7.705078125000001,0.12674271229404308,100.0,0.0,144.21599999999998,-260.8364849833147,-260.83648498331473,17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,17.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_1,Vintage Floral Print Denim Flared Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_2,Vibrant Flower Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_3,Aztec Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_4,Wave Print Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_5,Denim Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_6,Watercolor Floral Print Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_7,Dark Floral Print Denim Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_8,Stars and Stripe Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_9,Leopard Print Denim Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_10,Star Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_11,Leopard Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_12,Graphic Pattern Print VIntage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_13,Colorful Star and Moon Print Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_14,Beige Wave and Bird Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_15,Blue and White Flower Print Denim Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_16,Vibrant Colorful Mushroom Print Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_17,Mushroom Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_18,Flame Print Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_19,Multicolor Patchwork Print Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - C35 ADS Collection (March 06) - COLLECTION__PRODUCT_20,Purple Floral Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c35-ads-collection-march-06,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804799999999997,-100.0,0.0,2.5804799999999997,336.3,4.7,1.3975617008623253,0.0,0.0,0.0,,,,13 MARCH - C35 ADS Collection (March 06) - COLLECTION,20.0,,,,,,
13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,Elegant Blazer with Pattern,https://dd3662-08.myshopify.com/products/829025153059913728,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-29.6928,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.6928,-100.0,0.0,29.6928,2403.0,75.0,3.1210986267166043,0.0,0.0,0.0,,,,,,,,,,,
14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,Elegant 2 Piece Set,https://dd3662-08.myshopify.com/products/812339355698855936,2025-03-14 00:00:00+00:00,2025-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-21.0048,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0048,-100.0,0.0,21.0048,1325.0,55.0,4.150943396226415,0.0,0.0,0.0,,,,,,,,,,,
14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,Pebbled Leather Keylock Handbag,https://dd3662-08.myshopify.com/products/826891205768904704,2025-03-14 00:00:00+00:00,2025-03-21 00:00:00+00:00,359.85,3.0,119.95,143.94000000000003,215.91,133.5036,162.00634902143523,4.366772483690587,0.0,0.0,359.85,3.0,119.95,143.94000000000003,215.91,133.5036,162.00634902143523,4.366772483690587,82.4064,6413.0,275.0,4.288164665523156,1.090909090909091,100.0,0.0,27.4688,37.099791579824924,37.099791579824924,,,,,,,,
17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,Outdoor Suede Shoes,https://dd3662-08.myshopify.com/products/827239633006886912,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,164.85000000000002,3.0,54.95000000000001,65.94000000000001,98.91000000000001,14.718000000000018,17.481470923603215,1.958024515393387,0.0,0.0,164.85000000000002,3.0,54.95000000000001,65.94000000000001,98.91000000000001,14.718000000000018,17.481470923603215,1.958024515393387,84.192,9880.0,254.0,2.5708502024291495,1.1811023622047243,100.0,0.0,28.063999999999997,8.928116469517752,8.928116469517752,,,,,,,,
14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,Orthopedic Shoes for Men,https://dd3662-08.myshopify.com/products/830561764574756864,2025-03-14 00:00:00+00:00,2025-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-20.4672,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.4672,-100.0,0.0,20.4672,5519.0,44.0,0.7972458778764269,0.0,0.0,0.0,,,,,,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_1,Party Dress with Deep Neckline,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_2,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_3,Elegant Fitted Slit Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_4,Short Sleeve Wrap Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_5,Multicolor Print Bodycon Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_6,Sleeveless Bodycon Glitter Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_7,Elegant Silhouette Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_8,One Shoulder Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_9,Velvet Mini Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH__PRODUCT_10,Elegant Floral Dress,https://dd3662-08.myshopify.com/collections/c36-ads-collection-march-10,2025-03-17 00:00:00+00:00,2025-03-24 00:00:00+00:00,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695653,-68.69428348562514,0.5217619419062477,0.0,0.0,5.86304347826087,0.13043478260869565,44.95000000000001,2.3452173913043484,3.5178260869565223,-7.719182608695652,-68.69428348562514,0.5217619419062477,11.237008695652175,1012.1739130434783,110.56521739130434,10.923539518900343,0.11797090051120723,100.0,0.0,86.15040000000002,-131.6582869855395,-131.65828698553946,17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,23.0,,,,,,
